date,title,artist,peak_pos,last_pos,weeks,rank,change,video_link,genre,broad_genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics,polarity
3/8/08,Shake Your Pom Pom,missy elliott,95,0,1,95,New,,"[u'dance pop', u'hip hop', u'hip pop', u'pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']",r&b,0.895,0.291,98.466,0.199,0.108,0,4,0.769,6,232533,-3.914,0.539,0,i see you got low and you got plenty more to show go shake it like a pom pom like a pom pom shake it like a pom pom like a pom pom  go like you tryna win a contest for sure oh imma show you how to shake it how the booty shake show you how to shake it see the booty shake  see the booty shake like an earthquake there is no escape when i shake it in your face  now dont you wanna tape a booty shakin on your tape so show it to your boys and see the look on all they face  i move it to the left move it to the right double time double time all right show em what they like  look at it look at it slow motion freeze stop for the camera paparazzi wanna see cheese  hello hey how you doin i shake it like this now let me see if you can do it  drop drop drop drop drop it on the one shake shake shake shake they faces all stunned  if you got it got it got it then move if kinda fast if the boys all dance while they tryna make a pass  whistle while you work go head do your dirt even if you like to flirt  lift up your skirts then turn em out one leg girl go head shake it out  i see you got low and you got plenty more to show go shake it like a pom pom like a pom pom shake it like a pom pom like a pom pom  go like you tryna win a contest for sure oh imma show you how to shake it show you how to shake it show you how to shake it let you see the booty shakin  now when i walk through the the door door step aside side with thighs like fries we gonna size a supersize  do milkshake go with that shake it sure do baby do milkshake go with that shake uh huh  now first you bend over put your hands on your hips then you make a stank face then go on and let it whip  whip it like moms witcha witcha back then then catch your breaf and then start it up again  one minute two minute three minute stop erybody drop like their have from the cops ayyo there will be no fights though got a club we aint turnin on the lights  sally got a big old donkey oh yeah and missy got a big old donkey oh yeah  i see you got low and you got plenty more to show go shake it like a pom pom like a pom pom shake it like a pom pom like a pom pom  go like you tryna win a contest for sure oh imma show you how to shake it how the booty shake show you how to shake it let you see the booty shake  see i was sitting in the lounge with my tight skirt on and like a 3d movie he was watchin the thong  all up in my grill so he asked could he tag it twotiming from an ish like maggots  he tryin to spit the game what he had to say has anybody ever told you you look like beyonce ok lil boy want to boost my esteem i said you need a rehab cause you look like a fiend dont want to start a scene i aint tryin to be mean and even if you spend your green you aint get in between cause this here queen keep on looking for clean and like a diamond ring bling see who wants get the wet dream i see you got low and you got plenty more to show go shake it like a pom pom like a pom pom shake it like a pom pom like a pom pom go like you tryna win a contest for sure oh imma show you how to shake it how the booty shakin show you how to shake it let you see the booty shakin,0.22360588972431075
9/15/07,Coffee Shop,yung joc,78,0,1,78,New,,"[u'crunk', u'dirty south rap', u'gangster rap', u'hip pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.831,0.306,151.987,0.136,0.0446,0,4,0.804,5,241162,-6.064,0.914,0,welcome to starblocks its young dirty whos this its young dirty  oh okay what you need hey i need some of them thangs mayn how many of em two of em give me two i got you pull on around to the window pimp aight shawty  ay ay joc what up pat man cuz out here say he need two of them thangs oh yeah he want two of em yeah ay joc what up you know the motto yeah hustle by any means   first i take they order like the coffee shop then i steam it up and cook it like the coffee shop and then i serve it out the window like the coffee shop yeah im comin in got my rims sittin real big  and it aint no returns at the coffee shop man i make that paper stack up at my coffee shop one hit and theyll be back to the coffee shop yeah im comin in got my rims sittin real big  okay its just another day at the coffee shop i grab them coffee beans time to heat them coffee pots turn them lights on js rush the parkin lot this the neighborhoods number one stop n shop  no regular we only serve the best for the low low cheaper than the rest im takin orders tell me whos next only cash no credit no checks  when your car stop welcome to starblocks wanna triple your knot invest in our stock and now we doin numbers numbers like the closeout be sure you shop wit me before were sold out go  first i take they order like the coffee shop then i steam it up and cook it like the coffee shop and then i serve it out the window like the coffee shop yeah im comin in got my rims sittin real big  and it aint no returns at the coffee shop man i make that paper stack up at my coffee shop one hit and theyll be back to the coffee shop yeah im comin in got my rims sittin real big  we cook it in the mornin sell it durin midday whipped the cream same color as your latte i tell em vmonos thats rapido you need some  you gon call gorilla zoe   if you got to get it  colombian and i aint talkin coffee beans 12 to 12 its always someone on the scene starblocks we get it out by any means  coffee shop trop spot hand to hand get my guap pack the scale  sack for sack  rockstar  piano kis work the block welcome to starblocks we trop like the coffee shop let go see  first i take they order like the coffee shop then i steam it up and cook it like the coffee shop and then i serve it out the window like the coffee shop yeah im comin in got my rims sittin real big  and it aint no returns at the coffee shop man i make that paper stack up at my coffee shop one hit and theyll be back to the coffee shop yeah im comin in got my rims sittin real big  okay everybody on the block know my nickname when you drop by just ask for whip game and all my money get counted when the shifts change they get to it we let my four fifth bang  if you need the number 1800starblocks coca latte damned to make ya heart stop and now the haters hot so they run and tell the cops if they shut us down well set up shop on another block  first i take they order like the coffee shop then i steam it up and cook it like the coffee shop and then i serve it out the window like the coffee shop yeah im comin in got my rims sittin real big  and it aint no returns at the coffee shop man i make that paper stack up at my coffee shop one hit and theyll be back to the coffee shop yeah im comin in got my rims sittin real big  hey patman when they in the south where they gon find us at you oughtta know the coffee shop when we on the west coast where they gon find us at at the coffee shop  what about up top shawty where they gon find us at at the coffee shop hey kids please dont do drugs,0.15236111111111109
6/30/07,Cupid's Chokehold/Breakfast In America,gym class heroes,17,37,24,43,-6,,"[u'dance pop', u'emo', u'pop punk', u'pop rap']",rap,0.711,0.298,79.755,0.075,0.526,0,4,0.666,1,236880,-4.227,0.884,0,my hearts a stereo it beats for your so listen close hear my thoughts in every note  make me your radio turn me up when you feel low this melody was meant for you just sing along to my stereo  travie mccoy  if i was just another dusty record on the shelve will you blow me off and play me like everybody else if i ask you to scratch my back could you manage that like it read well check it travie i can handle that furthermore i apologize for any skipping tracks this the last girl that play me left a couple cracks i used to used to used to used to now im over that cause holding grudges over love is ancient artifacts  if i could only find a note to make you understand i sing a song and the image grab me by the hands keep myself inside your head like your favorite tune and know my heart is a stereo that only plays for you  chorus  my hearts a stereo it beats for your so listen close hear my thoughts in every note  make me your radio turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo  travie mccoy  if i wasnt old school fifty pound boombox would you hold me on your shoulder wherever you walk  would you turn my volume up before of the cops and crank it higher everytime they told you to stop and all i ask is that you dont get mad at me when you have to purchase mad d batteries appreciate every mixtape your friends make you never know we come and go like were on the interstate  i think finally found a note to make you understand if you can hear it sing along and take me by the hands keep myself inside your head like your favorite tune and know my heart is a stereo that only plays for you  chorus  my hearts a stereo it beats for your so listen close hear my thoughts in every note  make me your radio turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo  bridge  i only pray you never leave me behind because good music can be so hard to find i take your hand and pull it closer to mine thought love was dead but now youre changing my mind  chorus  my hearts a stereo it beats for your so listen close hear my thoughts in every note  make me your radio turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo,0.02033333333333333
6/23/07,The Way I Live,baby boy da prince,21,34,26,45,-11,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70603124,"[u'dirty south rap', u'pop rap', u'southern hip hop']",rap,0.448,0.0862,90.019,0.267,0.0176,0,4,0.876,0,324907,-8.303,0.72,1,this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live  six months later now were big dog status name elevated but i still act average rockin shows in dallas ball like i play for the mavericks west bank rapper and im one of the baddest french rivera spot and im getting in shape man i think im super man without a cape man ridin all day hustlin all for the cake man im a benjamin stack one inch taller than great danes first they made cheap rayban like a felon im growin up now spittin hotter than mohellans im a steal every girl ever gon to fly im a young little dude stay runnin from cops emerald row is the place where i got my props people love me in da hood they dont want me to stop so uhh thats the only way i know how to rock and im a stay rappers like wont stop til i drop  this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live  i is baby boy and i done it again im ridin fly with dwizzle in cedes benz twenty two wanna ride with the ladies then red bull grey goose now the ladies bent now we go and do a thing under a shady tent and they dont question what i say cause im a ladies pimp see this little one right here this fellow got stripes and i is represent my rail room for life money in my pocket but i still act trife while i in da club they say the parlor aint right look imdoing great thats the way i feel hustlin hard all day thats the way i live  this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live  this the twoseat rider with the ketchup inside red pepper paint must believe my ish ride they pause like stop signs when they rollin up cause when the doors open up they open up im lamboin it i was stashed off stage im throwin it cause they say im like katrina with money i blow the shhhh real been gravy three years out of da eighties solos shabos valley animals played it commodores mirages not the nike hirages it cost 250 on up to put your foot inside this yall was wearing rocks that was my time to shine dont give me viesels yall thinkin this mcdonalds size i been fly i i i i i i i i from the crib to the ri i i i i i de fiftyfour inch screens 26 inches from the ceiling dude the plasma look like a projector up in da livin room homie  this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live lil boy still pushin big wheels i stack my money lay low and chill dont need to work hard thats the way i feel i feel i this is the way i live,0.0730857683982684
9/30/06,Ridin',chamillionaire,1,46,31,47,-1,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70501281,"[u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.911,0.0582,143.047,0.22,0.141,0,4,0.677,8,244062,-3.158,0.85,0,they see me rollin they hatin patrollin they try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  my music so loud im swangin they hopin that they gon catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  police think they can see me lean im tint so it aint easy to be seen when you see me ride by they can see the glean and my shine on the deck and the tv screen  ride with a new chick she like hold up next to the playstation controller is a full clip and my pistola turn a jacker into a coma  girl you aint know im crazy like krayzie bone just tryin to bone aint tryin to have no babies rock clean itself so i pull in ladies laws of patrolling you know they hate me  music turned all the way up until the maximum i can speak for some niggas tryin to jack for some but we packin somethin that we have and um will have a nigga locked up in the maximum  security cell im grippin oak oak music loud and tippin slow slow twist and twistin like hit this dough dough pull up from behind and is in his throat throat  windows down gotta stop pollution cds change niggas like who is that producing this the playnskillz when we out and cruisin got warrants in every city except houston but im still aint losin  they see me rollin they hatin patrollin they try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  my music so loud im swangin they hopin that they gon catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  i been drinkin and smokin holdin shit cause a brother cant focus i gotta get to home fore the po pos scope this big ol excursion swerving all up in the curve man nigga been sippin on that hennessey and the gin again is in again we in the wind doin a hundred while i come from the block and rollin another one up we livin like we aint givin a fuck i got a revolver in my right hand 40 oz on my lap freezing my balls  roll a nigga tree green leaves and all comin up pretty deep me and my dawg i gotta get back to backstreets wanted by the six pound and i got heat glock glock shots to the block we creep creep pop pop hope cops dont see me on a low key with no regards for the law we dodge em like fuck em all  but i wont get caught up and brought up on charges for none of yall keep a gun in car and a blunt to spark but well if you want nigga you poppin dark ready or not we bust shots off in the air krayzie bone and chamillionaire  they see me rollin they hatin patrollin they try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  my music so loud im swangin they hopin that they gon catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  do what you thinkin so i tried to let you go turn up a blink of light and i swang it slower a nigga upset for sure cause they think they know that they catchin me with plenty of the drinkin drough so they get behind me tryin to check my tags look at my rearview and they smilin  thinkin theyll catch me on the wrong well keep tryin cause they denyin is racial profiling houston tx you can check my tags pull me over try to check my slab glove compartment gotta get my cash cause the crooked cops try to come up fast and been a baller that i am i talk to them giving a damn bout not feeling my attitude when they realize i aint even ridin dirty bet youll be leavin with an even madder mood imma laugh at you then imma have to cruise im in number two on some more dj screw you cant arrest me plus you cant sue this a message to the laws tellin them we hate you i cant be toss or tell em that they shoulda known tippin down sittin crooked on my chrome bookin my phone tryin to find a chick i wanna bone like they couldnt stop me imma bout to pull up at your home and its on  they see me rollin they hatin patrollin they try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  my music so loud im swangin they hopin that they gon catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  they see me rollin they hatin patrollin they try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty  my music so loud im swangin they hopin that they gon catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty try to catch me ridin dirty,-0.34030886371311936
8/5/06,DJ Play A Love Song,jamie foxx,45,79,14,94,-15,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USJRV0600008,"[u'dance pop', u'dirty south rap', u'hip pop', u'neo soul', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']",r&b,0.618,0.331,119.984,0.108,0.109,0,4,0.793,2,258800,-8.664,0.31,1,i know you see me lookin at you and i know he know you lookin at me well damn  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  i can see how you want it baby wish ya man wasnt here with ya baby i can see ha curiosity ha ha gotcha wanna try me ha ha homeboy cant please ya ha ha on this wall in the open baby you wouldnt care if the crowd was watchin baby ha ha you want it ha ha i know it ha ha gotta notion to pull yo ass up outta here  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  baby i got things that i wanna say wont you meet me in the bathroom we can pull a freaky episode  i got my beretta if the nigga come through baby i know he aint treatin you right lady  look at yo bad ass turn around ooh turn around  ooh damn you fine ooh ooh ooh ooh  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  tell me why he did you wrong need to get up with the twista i been sippin on patron stroke it when i hold them legs up he can take you out to dinner and look like a playa im a give it to you good up in the elevator he be actin all soft when he get in them draws im a break you off and fk you up against the wall finna move up in that slot cause im somethin he not and he dont know what he got im in the drop top to get the twat i got a knot no more runnin from the cops now im rollin with foxx because the blocks hot but im always a g cause i come from the streets  and i got heat for whoever thinkin they want some no more fkin with them lames now you rollin with a thug  so tell that nigga to beat it beat it  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  dj wont you play this girl a love song she really needs to hear this freakin love song shes lookin at me kinda hard  i can tell that things aint right on the home front what she really needs is a g like me to beat a beat  beat it beat it  dj play this girl a song turned her out damn that clown aint been down  dj play this girl a song,0.18805849500293945
7/15/06,Kick Push,lupe fiasco,78,96,5,98,-2,,"[u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.809,0.175,94.786,0.17,0.164,0,4,0.652,5,254466,-5.276,0.512,1,uh what up yall soundtrack whats popping baby yall aint know i go by the name of lupe fiasco representing that first and fifteen jyea uh and this one right here i dedicate this one right here to all my homies out there grinding you know what im saying legally and illegally hahaha you know what im talking about so check it out  first got it when he was six didnt know any tricks matter of fact first time he got on it he slipped landed on his hip and bust his lip for a week he had to talk with a lisp like this now we can end the story right here but shorty didnt quit there was something in the air yea he said it was something so appealing he couldnt fight the feeling something about it he knew he couldnt doubt it couldnt understand it brand it just the first kickflip he land it uh labeled a misfit a bandit kakunk kakunk kakunk his neighbors couldnt stand it so he was banished to the park started in the morning wouldnt stop til after dark yea when they said its getting late in here  so im sorry young man theres no skating here  and so he kick push kick push kick push kick push coast and away he rolled just a rebel to the world with no place to go and so he kick push kick push kick push kick push coast so come and skate with me just a rebel  looking for a place to be so lets kick and push and coast  my man got a little older became a better roller yea no helmet hellbent on killing himself thats what his mama said but he was feeling himself got a little more swagger in his style met his girlfriend she was clapping in the crowd love is what was happening to him now uh he said i would marry you but im engaged to these arials and variels and i dont think this board is strong enough to carry two she said bow i weigh 120 pounds now let me make one thing clear i dont need to ride yours i got mine right here so she took him to a spot he didnt know about something odd in the apartment parking lot  she said i dont normally take dates in here security came and said im sorry theres no skating here and so they kick push kick push kick push kick push coast  and away they rolled just lovers intertwined with no place to go and so they kick push kick push kick push kick push coast so come and skate with me  just a rebel looking for a place to be so lets kick and push and coast before he knew he had a crew  that wasnt no punk and they spitfire shirts and sb dunks they would push til they couldnt skate no more office building lobbies wasnt safe no more and it wasnt like they wasnt getting chased no more just the freedom was better than breathing they said any escape route they used to escape out when things got crazy they needed to break out they head to any place with stairs  any good grinds the world was theirs uh and their four wheels would take them there until the cops came and said theres no skating here and so they kick push kick push kick push kick push coast  and away they rolled just rebels without a cause with no place to go and so they kick push kick push kick push kick push coast so come roll with me just a rebel looking for a place to be so lets kick and push and coast,0.1132703081232493
4/22/06,Photograph,nickelback,2,43,33,48,-5,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=NL0110500006,"[u'alternative metal', u'canadian pop', u'nu metal', u'post-grunge']",rock,0.877,0.136,145.919,0.0292,0.000932,0.000163,4,0.513,8,258920,-3.756,0.389,1,look at this photograph every time i do it makes me laugh how did our eyes get so red and what the hell is on joeys head  and this is where i grew up i think the present owner fixed it up i never knew wed ever went without the second floor is hard to sneakin out  and this is where i went to school most of the time had better things to do criminal records says i broke in twice i must have done it half a dozen times  i wonder if its too late should i go back and try to graduate lifes better now than it was back then if i was them i wouldnt let me in oh whoa whoa oh god i i  every memory of lookin at the back door i have the photo album spread out on my bedroom floor its hard to say it time to say it goodbye goodbye every memory of walkin at the front door i found the photo of the friend that i was lookin for its hard to say it time to say it goodbye goodbye goodbye remember the old arcade blew every dollar that we ever made  the cops hated us hangin out they said somebody went and burned it down we used to listen to the radio and sing along with every song we know  we said someday wed find out how it feels to sing to more than just a steering wheel kims the first girl i kissed i was so nervous that i nearly missed  shes had a couple of kids since then i havent seen her since god knows when oh whoa whoa oh god i i every memory of lookin at the back door i have the photo album spread out on my bedroom floor  its hard to say it time to say it  goodbye goodbye every memory of walkin out the front door i found the photo of the friend that i was lookin for its hard to say it time to say it goodbye goodbye i i miss that town i miss their faces  you cant erase you cant replace it  i miss it now  i cant believe it so hard to stay too hard to leave it if i could relieve those days i know the one thing that would never change every memory of lookin at the back door i have the photo album spread out on my bedroom floor its hard to say it time to say it goodbye goodbye every memory of walkin out the front door i found the photo of the friend that i was lookin for its hard to say it time to say it goodbye goodbye look at this photograph every time i do it makes me laugh every time i do it makes me,-0.043663194444444456
12/17/05,Lighters Up,lil' kim,31,66,13,93,-27,,"[u'dance pop', u'east coast hip hop', u'escape room', u'hip hop', u'hip pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'urban contemporary']",r&b,0.766,0.107,91.727,0.396,0.00494,0,4,0.624,9,262640,-6.31,0.714,1,i come from bedstuy niggas either do or they gon die gotta keep the ratchet close by someone murdered nobody seen nobody heard it just another funeral service niggas will get at you come through shinin they yap you in broad day light kidnap you feds get clapped too police stay on us like tattoos niggas only grind cause we have to money is power sling crack weed and powder fiends come through every hour its about that dollar and we nuh deal with cowards weak lambs get devoured by the lion in the concrete jungle the strong stand and rumble the weak fold and crumble its the land of trouble brooklyn home of the greatest rappers big comes first then the queen comes after   now put ya lighters up bed stuy put ya lighters up new york put ya lighters up dc keep puttin ya lighters up philadelphia put ya lighters up detroit put ya lighters up chitown keep puttin dem lighters up  no matter where you from put ya lighters up  now lemme give you a walk through show ya what to do and ya dont do where its not safe to go to dem boys approach you better say quick who you close to dont come through if niggas dont know you cuz people is talkin the streets is watchin the thieves is lurkin stash da nine in the garbage the life of a hustla the life of a gambler dice games kill mo niggas than cancer ya know who ya fuck with brooklyn dont run we run roll up and just bum rush we dont play that out in bk not at all 4 pound leave ya face on the wall rip in memory of never show thy enemies love  we get it on where we live better have a pass when you cross that bridge   welcome to brooklyn put ya lighters up la put ya lighters up va put ya lighters up texas keep puttin ya lighters up new orleans put ya lighters up  st louis put ya lighters up atl keep puttin dem lighters up no matter where you from put ya lighters up  damn homie im so to i dont think im ever gon smoke no mo and i dont think im ever gon drink no mo but fuck it bartender you can gimmie one mo  we in the club like damn homie im so to lightin the dutch like i dont think im ever gon smoke no mo passin the cup like and i dont think im ever gon drink no mo back at the bar like but fuck it baretender you can gimmie one mo  see big done told you im the hottest bitch on the planet biggest sex symbol since janet the zanotti bandit layin in the cut like a bandage come through fulton st in a vanquish doin dem damage and if you dont understand it then lemme give it to you in spanish soy la senorita mas linda del barrio y lo hago afuera del espacio still over in brazil sippin mascoto you must have forgot though so ima take it back to the block yo put u on to how we rock yo some are boostin 12 year olds prostitutin  hitmen hired for execution theres no solution niggas still piss in the hallways fiends get high in em all day the yute dem bang at the cops off the roof you dont know my town is the truth   welcome to brooklyn now put ya lighters up new jersey put ya lighters up  boston put ya lighters up bmore keep puttin ya lighters up miami put ya lighters up puerto rico put ya lighters up kingston jamaica put ya lighters up no matter where you from put ya lighters up  damn homie im so to i dont think im ever gon smoke no mo and i dont think im ever gon drink no mo but fuck it bartender you can gimmie one mo we in the club like damn homie im so to lightin the dutch like i dont think im ever gon smoke no mo passin the cup like and i dont think im ever gon drink no mo,0.11358191287878792
10/15/05,Welcome To Jamrock,"damian ""jr. gong"" marley",55,65,12,74,-9,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV70500419,"[u'dancehall', u'reggae', u'reggae fusion']",unknown,0.661,0.449,76.723,0.333,0.0208,0,4,0.835,7,213200,-6.502,0.753,0,out in the streets they call it murder  welcome to jamrock camp where the thugs them camp at two pounds a weed inna van back it inna your hand bag your knapsack it inna your back pack the smell a give your girlfriend contact soundboy nuh know this them only come around like tourist on the beach with a few club sodas bedtime stories and pose like dem name chuck norris and dont know the real hardcore cause sandals a now back too the thugs then we do what them got to and wont think twice to shot you dont make them spot you unless you carry guns a lot too a pure tuff things come at you  when trenchtown man stop laugh and blockoff traffic then them wheel and pop off and them start clap it with the pin file dung and it a beat rapid police come inna jeep and them cant stop it some say them a playboy a playboy rabbit funnyman a get dropped like a bad habit so dont bother pose off if you dont have it rastafari stands alone  welcome to jamrock welcome to jamrock out in the streets they call it merther  welcome to jamdown poor people are dead at random political violence cant done pure ghost and phantom the youth them get blind by stardom now the king of kings a call old man to pickney so wave one hand if you with me to see the sufferation sicken me them suit no fit me to win election them trick we and them dont do nuttin at all  come on lets face it a ghetto educations basic and most a the youths them waste it and when they waste it thats when they take the guns replace it then them dont stand a chance at all and thats why a nuff little youth have up some fat matic with the extra magazine inna them back pocket and a bleach a night time inna some black jacket all who not lock glocks at them a lock rocket them will full you up a current like a short circuit them a run a roadblock which part the cops block it and from now till a mornin not stop clock it if they run outta rounds a broke back ratchet  welcome to jamrock southside northside welcome to jamrock east coast west coast huh yo welcome to jamrock cornwall middlesex  surrey hey welcome to jamrock out in the streets they call it merther jamaica jamaica jamaica jamaica now jamaica jamaica yo jamaica jamaica welcome to jamrock welcome to jamrock,0.18061011904761903
8/6/05,ASAP,t.i.,75,82,8,95,-13,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV0400421,"[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music']",r&b,0.645,0.405,158.13,0.317,0.335,0,4,0.79,9,284413,-5.426,0.583,1,asap asap asap asap asap asap  im on my grind grand hustle got the mind and the muscle 50 carrats in the crown just to shine on you suckas i still tote the glock 40 for the haters and the bustas fuck probation if a nigga try to play me ima bust him iont need no security reaching for my jewlery get you niggaz popped quick filled full of hot shit fresh out the box tip hot than a drop 6 made a quarter mil in the penn givin stock tips haters wanna stop tip mad cus they not tip ball every summer so your baby mama jock tip you dont no drama pimp i promise i do not slip chrome 45th hid well if the cops trip bought my girl a hummer with the chrome right in front of dat 5 carrat stones with the platinum all up under dat rap beef i aint gonna participate in none of dat  im aimin at your fitted cap and you aint gonna want none of dat  asap asap asap a nigga try to play me ima blow him off the map asap ask anbody who runnin a g bet they finna say me asap  niggaz hatin on psc get straightened asap a nigga try to play me ima blow him off the map asap  i know alota rappers dont like me but they wont fight me feds swear i sell dope well why they wont indict me advances on the throne i aint never take it lightly but all that tonguewrestlin hatin while im gone dont excite me how many rappers you know that could hold they own on rice street east steady talkin on the cell phone nightly normal population half the jail just like me polices think im crazy scared a nigga gon strike me contrarily a nigga tryin me is unlikely they barkin dont bother me ill be bombin for they bite me they just shocked to see my raps exactly how my life be shiesty with a conversation quite pricey my fist so rocky and my wrist so icey  might be thrown off my rocker just slightly fiesty claimin hot temper dont ignite me im only gonna ask ya find the exit once politely  asap asap asap  a nigga try to play me ima blow him off the map asap ask anbody who runnin a g bet they finna say me asap niggaz hatin on psc get straightened asap a nigga try to play me ima blow him off the map asap  flip say who known to the land and the people my plan is to keep you at least 2 levels under me where i need you ima take advantage of my chance to defeat you your true colors done shown now its on when i see you im grown nigga so let it be know we aint equal you sadly mistaken if you thinkin i cant reach you beat you to a fuckin pulp if i need to the very spot ya standin in then is where ill leave you seen on the scene white tees and evisus og status iont beef unless i need to sissy you way outa line and you runnin outa time  hang behind closed dos when ya heard i got some time yeah i know you were thinkin outta sight and outta mind but im the wrong one for you to try if you were tryna shine listen nigga this shit here is more than just alotta rhymes iont know what ya do for your respect but ima die for mine  asap asap asap a nigga try to play me ima blow him off the map asap ask anbody who runnin a g bet they finna say me asap niggaz hatin on psc get straightened asap a nigga try to play me ima blow him off the map asap  asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap asap,-0.011121553884711798
