,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
1042,Democrats,"Northam must resign, and those who try to help him stumble past this deserve scrutiny.

If you can’t understand how painful + eroding this is to American society, let alone the state of Virginia, take some time to read up this weekend.

To start, try “Between the World and Me.” https://t.co/Fm0srrPZgN",AOC,51,2019-02,0.13,0.821,0.048,-0.5574
1043,Democrats,"Other Brooklyn officials on the scene: @RepJerryNadler @RepJeffries @bradlander + more.

Everyday New Yorkers &amp; organizers have also been gathering outside the facility for watch shifts, and to show the people inside that others are paying attention and trying to get to them.",AOC,43,2019-02,0.0,1.0,0.0,0.0
1044,Democrats,"This is a horrific example of how mass incarceration is a moral scourge on American society &amp; should be addressed immediately.

BX organizers are holding watch shifts outside the facility.

TY @NydiaVelazquez for being responsive to ALL your constituents, incl this emergency. https://t.co/uQkoCAsrjx",AOC,43,2019-02,0.147,0.737,0.116,-0.3751
1045,Democrats,@vtctasentinels Love it! Good luck 💪🏽💜,AOC,6,2019-02,0.0,0.224,0.776,0.8858
1046,Democrats,"Y’all aren’t ready for NY-14’s #StateOfTheUnion guest!

Here’s a hint: I just picked up this gift for them at our very own Lockwood Shop in Jackson Heights 😉 https://t.co/wSv23WmJ9k",AOC,29,2019-02,0.0,0.796,0.204,0.7325
1047,Democrats,"@cmclymer 💜🏳️‍🌈 if we want a country where all people are accepted and loved, we have to name and rectify where we historically haven’t so we can act to do so now.

(Also - sorry I said “cisgendered” instead of the correct “cisgender.” I’ve learned and am growing too✨)",AOC,49,2019-02,0.03,0.795,0.175,0.7533
1048,Democrats,@kamilumin Someone call Pandora Boxx because last night the lid came OFF,AOC,12,2019-02,0.0,1.0,0.0,0.0
1049,Democrats,"It’s hard for them to admit, but a wall is not what Americans want &amp; never has been.

In recent Pew polling, almost 60% of Americans oppose a wall.

A *record-high* 75% of Americans say immigration is good for the US.

The only radical hostage-taker here is the Republican Party. https://t.co/DeQTUnz1E2",AOC,51,2019-02,0.047,0.791,0.162,0.8056
1050,Democrats,This is nuts - even I had no idea about this. https://t.co/5CvMEtSBQV,AOC,12,2019-02,0.36,0.64,0.0,-0.5423
1051,Democrats,"Big Pharma companies often say that drugs “need” to be expensive to fund research. What they don’t tell you is that they use *publicly-funded research* for expensive, privatized drugs.

This week on Oversight, @RoKhanna and I exposed how this scheme works:
https://t.co/ELbllU3Fxy",AOC,42,2019-02,0.031,0.969,0.0,-0.0772
1052,Democrats,Nothing Amazon has said or done - including selling facial recognition technology to ICE &amp; its intent to fight against worker unionization - would lead us to believe it could be a good or healthy neighbor for NYC. https://t.co/BwASshxJ9F,AOC,39,2019-02,0.099,0.767,0.134,0.3574
1053,Democrats,"Yep. Our offices are flooded with bigoted calls too - so much so that we have to put energy into searching for actual constituents.

We forward all the threats to Capitol Police to build files. For all those who think your bigoted calls + digital threats are anonymous: Enjoy! https://t.co/Tw0LWnpmDh",AOC,50,2019-02,0.099,0.763,0.138,0.2942
1054,Democrats,"@keithellison Thank you, @keithellison! ✨",AOC,5,2019-02,0.0,0.518,0.482,0.4199
1055,Democrats,"This week I conducted my first-ever line of questioning at an Oversight committee hearing, which focused on the skyrocketing costs of pharmaceuticals.

Here’s what happened ⬇️ https://t.co/M6XuL61zXN",AOC,27,2019-02,0.05,0.857,0.093,0.296
1056,Democrats,"This week I conducted my first-ever line of questioning at an Oversight committee hearing, which focused on the skyrocketing costs of pharmaceuticals.

Here’s what happened ⬇️ https://t.co/M6XuL61zXN",AOC,27,2019-02,0.05,0.857,0.093,0.296
1057,Democrats,"cc: the President, a vulnerable and easily riled man who chooses to govern by conspiracy memes shared on Facebook instead of actual briefing data https://t.co/rpjQovpDlX",AOC,25,2019-01,0.176,0.664,0.159,-0.128
1058,Democrats,"The Republican Party’s best and brightest is back at it today, I see https://t.co/iTXjQPZ9Ek",AOC,14,2019-01,0.0,0.573,0.427,0.8481
1059,Democrats,"Fun fact: Committee Seating Assignments are not self-selected, + can be determined by a # of factors. 

@AyannaPressley, @RashidaTlaib &amp; I wound up as seatmates and I’m very excited about it. 🥰

(I also 💜 being desk buddies w/ @BenMcAdams &amp; @JenniferWexton on Fin Services!) https://t.co/wZ5JQaguGW",AOC,46,2019-01,0.0,0.81,0.19,0.8264
1060,Democrats,"For what it’s worth, I don’t think expanding public imagination is a “new style.” It is a return to the Democratic Party that went to the moon, passed the Civil Rights Act, + strove for the Great Society.

It’s the politics of courage vanquishing fear;aspiration over desperation. https://t.co/gncrS5UirZ",AOC,48,2019-01,0.056,0.724,0.221,0.836
1061,Democrats,"Tweets have receipts, @thealexvanness 🧾 https://t.co/vumBWKAvBn",AOC,6,2019-01,0.0,1.0,0.0,0.0
1062,Democrats,"Shout out to @rosadelauro for her tireless leadership on bringing #PaycheckFairness to a floor vote, along with the organizers and members who have lobbied to make it a top 10 priority for the majority! https://t.co/G5XBvCCC68",AOC,35,2019-01,0.0,0.939,0.061,0.2714
1063,Democrats,"And by the way, it’s “Congresswoman.”",AOC,6,2019-01,0.0,1.0,0.0,0.0
1064,Democrats,"“This bartender” has served in a Senate casework office, organized &amp; educated 1000s of young people, earned relevant degrees w/ honors, worked on field campaigns, and the only reason I wasn’t told to run for city council was because I was consistently told not to run at all. https://t.co/MOzOtP9Xhd",AOC,49,2019-01,0.0,0.932,0.068,0.5106
1065,Democrats,"If “the wage gap is a myth” as some allege, then workplaces should have no problem with workers disclosing our salaries with one another 😇 https://t.co/KIYeIz3Cuq",AOC,26,2019-01,0.182,0.818,0.0,-0.5994
1066,Democrats,Why don’t people ever tell billionaires who want to run for President that they need to “work their way up” or that “maybe they should start with city council first”? https://t.co/3d8Nenrvl5,AOC,31,2019-01,0.0,0.958,0.042,0.0772
1067,Democrats,"There is no such thing as “racially charged.”

This attack was not “possibly” homophobic. It was a racist and homophobic attack.

If you don’t like what is happening to our country, then work to change it. It is no one’s job to water down or sugar-coat the rise of hate crimes. https://t.co/QAi0IYtSeR",AOC,52,2019-01,0.282,0.679,0.039,-0.9413
1068,Democrats,@CatalinaCruzNY @DailyCaller We’ve got more solidarity in our pinky fingers than any one of those payasos 🤡,AOC,17,2019-01,0.0,0.857,0.143,0.3597
1069,Democrats,Whoever is paying this “Veteran NY Dem Strategist” is getting totally fleeced 😂 https://t.co/MbpPuJ90u7,AOC,14,2019-01,0.0,1.0,0.0,0.0
1070,Democrats,The last photo in this panel 😂 it’s like @GerryConnolly and I are in a road trip buddy comedy or something https://t.co/Hf2nRUuNxv,AOC,22,2019-01,0.0,0.773,0.227,0.6124
1071,Democrats,"@JoshuaGreen Thank you, next 🙂",AOC,5,2019-01,0.0,0.545,0.455,0.3612
1072,Democrats,"Here’s my first podcast episode as a Congresswoman!

Joined @briebriejoy, @ryangrim for a conversation on what the first few weeks have been like.

I also picked the brain of fmr Rep. Brad Miller (N Carolina), who sat on Fin Services during the ‘08 crisis.
https://t.co/sNPzQU5ZK7",AOC,45,2019-01,0.094,0.853,0.053,-0.4389
1073,Democrats,"""You've got councilpeople who've been waiting 20 yrs for that seat.”

That broken mentality, that public office is something you wait in line for, instead of earning through hard organizing, is exactly what voters want to change.

Shows you how disconnected some folks here are. https://t.co/TMWYkboB7i",AOC,46,2019-01,0.092,0.881,0.027,-0.4939
1074,Democrats,"We cannot allow the financing of misinformation campaigns to shape our democracy.

We can disagree on policy, but climate change is real. Period.

Proud to have joined @chelliepingree on this letter asking for greater responsibility to our democracy and planet. https://t.co/5hLsg1FmgT",AOC,41,2019-01,0.099,0.747,0.154,0.6825
1075,Democrats,Be a fierce woman who can do both ✨ https://t.co/jr4I8CoUpB,AOC,10,2019-01,0.0,1.0,0.0,0.0
1076,Democrats,"It was great to be able to watch this at the same time as everyone in there and join you all from afar.

Our goal is to open up the political process to all people, to show what it takes, and communicate that no matter the outcome, you can run as a service to our nation. 🇺🇸 https://t.co/no80XKn7Cn",AOC,58,2019-01,0.035,0.847,0.118,0.6369
1077,Democrats,@SarahKSilverman 💜,AOC,2,2019-01,0.0,1.0,0.0,0.0
1078,Democrats,"One of these days, I hope people realize that the idea that ICE should be scrapped isn’t so crazy after all.

ICE jails children in for-profit detention centers funded by private equity grps. Kids are dying w/ 0 accountability. If that’s not totally broken, I don’t know what is. https://t.co/AlMgLiHVnu",AOC,50,2019-01,0.103,0.792,0.104,0.0141
1079,Democrats,"This photo is what happens when you get so, SO close to the point, but still miss it anyway https://t.co/XvnNelJUYN",AOC,20,2019-01,0.091,0.909,0.0,-0.2263
1080,Democrats,"Curious how the right is so quick to fact-check clear rhetorical devices to comprehend the real cliff we face in environmental disaster, yet is oddly silent on fact-checking the President’s clear material lies about immigrants as children die in DHS custody w/ 0 accountability 🤔 https://t.co/jg2PC8TcpR",AOC,46,2019-01,0.192,0.675,0.133,-0.6486
1081,Democrats,"@AuschwitzMuseum Just did. Thank you for your treasured work, @AuschwitzMuseum.",AOC,10,2019-01,0.0,0.567,0.433,0.7269
1082,Democrats,"To protect justice, #WeRemember the lessons that apply today &amp; always ⬇️ https://t.co/KgoknC4lon",AOC,13,2019-01,0.0,0.647,0.353,0.7184
1083,Democrats,¿Por qué no los dos? 😉 https://t.co/HOqmnbwmQm,AOC,7,2019-01,0.306,0.694,0.0,-0.296
1084,Democrats,"@brianstelter @EJRaoulduke1976 Classic example is asking an innocent person “when was the last time you hit your dog?”

They say, “never!” But the frame was invoked. A lot of journalism is subconscious - almost all good public communicators know that, for better or worse.

&amp; That’s the real tea right there 🍵",AOC,52,2019-01,0.055,0.799,0.146,0.6266
1085,Democrats,"@brianstelter @EJRaoulduke1976 I do think it’s important to note that questions advance certain frames. What 45 *does* understand is that if he can get media to invoke his narrative enough, people will start to believe or operate in it, regardless of truth. Perfect example is the caravan.",AOC,47,2019-01,0.0,0.809,0.191,0.836
1086,Democrats,"@sebastian_byron @brianstelter Ok, I laughed at this",AOC,7,2019-01,0.0,0.435,0.565,0.6369
1087,Democrats,"@brianstelter Got it! Look forward to joining you all sometime (for what it’s worth, I think we use social media very differently as well. He’s got more of an “man yells at cloud” thing going on 😉)",AOC,37,2019-01,0.0,0.882,0.118,0.5508
1088,Democrats,"Also: not only does making this comparison because we’re both “good at social media” a) sound out of touch, but
b) papers over the real concerns: Trump’s demonization of immigrants, governance-by-plutocracy, love of authoritarians, and endless stream of indictments in his circle. https://t.co/TVQPetJC25",AOC,43,2019-01,0.0,0.879,0.121,0.7783
1089,Democrats,@jess_mc Thanks! 💜,AOC,3,2019-01,0.0,0.239,0.761,0.4926
1090,Democrats,"Today is #HolocaustMemorialDay - a day where #WeRemember not only the atrocities that result from the contagions of hatred + anti-Semitism, but also the fortitude of communities that continue to be impacted today.

A great read for today: Man’s Search for Meaning by Viktor Frankl https://t.co/siWAoXcjwC",AOC,46,2019-01,0.089,0.796,0.115,0.5106
1091,Democrats,"You’re doing great, @RepMaxRose! 

As always, we let the people show us the way 😂 Tootsie roll is all in the knees https://t.co/nRDY1NL10c",AOC,23,2019-01,0.0,0.827,0.173,0.6588
1092,Democrats,"When you don’t address human bias, that bias gets automated.

Machines are reflections of their creators, which means they are flawed, &amp; we should be mindful of that.

It’s one good reason why diversity isn’t just “nice,” it’s a safeguard against trends like this ⬇️ https://t.co/NcOivu5ejR",AOC,46,2019-01,0.055,0.787,0.157,0.7351
1093,Democrats,"It is truly not okay that posts like these are the everyday reality in the United States, and that some consider the notion of changing it for the better as “controversial” or “divisive.”

Our “normal” is not normal. A better world is possible, and it will come if we work for it. https://t.co/QHY1FLyPev",AOC,53,2019-01,0.027,0.746,0.227,0.9069
1094,Democrats,"This clip was made at the very beginning of our journey - before anyone knew what was happening. It’s wild to see now.

cc: @jubileefilms 
https://t.co/Djp9Vo2Y8m",AOC,26,2019-01,0.0,1.0,0.0,0.0
1095,Democrats,"For almost two years, a mom followed several women as we ran for Congress. I was one of them.

Due to complications from the gov shutdown, I’m sad to say I’ll miss @jubileefilms’ premiere of Knock Down the House.

This film was made, with love, for people: https://t.co/dLnurOR3ss",AOC,48,2019-01,0.091,0.829,0.081,0.128
1096,Democrats,"(To clarify, some may have dropped a sentence here or there - but she was one of the 1st to substantively pick up my campaign + didn’t dismiss it. She was one of the only reporters to recognize &amp; take it seriously, thanks to her local reporting + expertise on Queens politics.)",AOC,52,2019-01,0.039,0.865,0.096,0.4497
1097,Democrats,"Public radio is great! As is @ProPublica, @frontlinepbs &amp; a great deal of other incredible outlets worth our support.

Fun fact: after @TYTPolitics, @brigidbergin at @WNYC was the first to ever write about my campaign - almost a year before my primary win. https://t.co/4KJ4CTFxZi",AOC,44,2019-01,0.0,0.634,0.366,0.9647
1098,Democrats,"Quote tweet got deleted, but - 

I believe workers should enjoy more of the wealth they create, &amp; that democracy belongs in the workplace, too.

GOP believes people should be paid the lowest wages possible, no matter what they produce, so billionaires can scoop up the difference.",AOC,47,2019-01,0.105,0.641,0.255,0.8356
1099,Democrats,"If you want to read more on the issue of monopolies, anti-trust, corruption, and ways to address it, I recommend checking out @ZephyrTeachout. 

She literally wrote the book on it.",AOC,30,2019-01,0.0,0.877,0.123,0.4215
1100,Democrats,"The fact of the matter is the current monopoly trend is societally &amp; economically unsustainable.

We can’t simply accept the cliché that “journalism is dying.”

Journalism will only die if we choose not to fight for it - and if journalism dies, our democracy will, too.",AOC,46,2019-01,0.077,0.807,0.116,-0.0041
1101,Democrats,"Most platforms currently have 0 incentive to disseminate high-quality, true information.

In fact, FB *paid* for info tied to conspiracy theories on those demanding for accountability.

It matters. Soros was the 1st to get mailed a bomb last year.

https://t.co/zaf6NpmKPm",AOC,40,2019-01,0.181,0.682,0.136,-0.4767
1102,Democrats,"Gonna keep it 💯: The biggest threats to journalism right now are tech monopolies &amp; concentration of ownership.

Healthy democracy *requires* high-quality journalism.

W/o a wide range of independent outlets &amp; the revenue to sustain them, our democracy will continue to crumble.",AOC,42,2019-01,0.063,0.876,0.061,-0.0258
1103,Democrats,@conz Just passed your name along. Wishing you lots of luck and support in this time 💜,AOC,17,2019-01,0.0,0.631,0.369,0.765
1104,Democrats,"I would thank it, but it was never useful anyway. 🚮 https://t.co/GILSWSE0mO",AOC,12,2019-01,0.242,0.622,0.136,-0.3311
1105,Democrats,"@closmedina @KamalaHarris @DoloresHuerta @SpeakerPelosi @MichelleObama What a committed little cub you have! 🐯 Please tell her that I am so proud of her hard work, and that I’m excited to see her up there one day too!",AOC,37,2019-01,0.034,0.694,0.272,0.8743
1106,Democrats,"Our issue platform is so strong, Fox basically turned into a nonstop anti-me channel for the last 6 months and *still* managed to lose their home advantage. 😇 https://t.co/usWPnZCvrC",AOC,29,2019-01,0.085,0.72,0.195,0.5486
1107,Democrats,I will tell you something most of the country probably already knows: @SpeakerPelosi does not mess around. ⬇️ https://t.co/lnfQOQQw8d,AOC,19,2019-01,0.0,0.89,0.11,0.2755
1108,Democrats,@JimmyVielkind 🤣,AOC,2,2019-01,0.0,1.0,0.0,0.0
1109,Democrats,"One could say the offer...
... came out of left field 👀

(Can you risk censure w/ a bad pun? Asking for a friend 😂) https://t.co/EwqijrHJun",AOC,26,2019-01,0.194,0.694,0.111,-0.34
1110,Democrats,"For the right-wing who are rolling their eyes and thinking I made a mistake by crediting flight attendants (since they aren’t fed workers), know that I meant exactly what I said.

This morning, the FA union said they would mobilize to support Fed workers.
https://t.co/59htcqKli0",AOC,45,2019-01,0.054,0.85,0.096,0.2263
1111,Democrats,"I am so proud of the air traffic controllers, flight attendants, &amp; workers who, through their organizing, should be credited for their role in ending the shutdown.

Dems only have the House (for now), so we must rely on the bravery + organizing of everyday people to push change. https://t.co/4vFzvZ1PrM",AOC,50,2019-01,0.0,0.832,0.168,0.8439
1112,Democrats,"“America’s first political theorists took these truths to be self-evident: 

that a person could not exercise political liberty if he did not possess a modicum of economic autonomy, 

and that disparities in wealth inevitably produced disparities of political power.” https://t.co/iT2QkjGl3E",AOC,40,2019-01,0.063,0.8,0.137,0.498
1113,Democrats,"@_allisonc Please tell your daughter that I love her platform and when she gets here, we can start a ‘Care for People’ Caucus together! 💫",AOC,25,2019-01,0.0,0.746,0.254,0.7777
1114,Democrats,"This is what swiftly cutting through nonsense looks like. 

Bravo @ChrisCuomo https://t.co/U3wsoNge0X",AOC,12,2019-01,0.249,0.473,0.278,0.128
1115,Democrats,"Who watches the watchers?

@jacobinmag, apparently! https://t.co/jonG4330Tq",AOC,7,2019-01,0.0,1.0,0.0,0.0
1116,Democrats,"In my 1st speech on the Floor,  I warned about shutdown stress on NYC air traffic control.

Now LaGuardia is grounded.

Do you understand the economic + social impact of grounding flights because two people are insisting on a project *now* that the majority of Americans oppose? https://t.co/jM8LjN0Y9B",AOC,48,2019-01,0.102,0.898,0.0,-0.5994
1117,Democrats,"I went to the Senate yesterday w/ my colleagues to witness who was voting against reopening govmnt.

I watched them huddle &amp; look around. They know this is on them.

GOP Senators should be scared for their jobs in 2020 after voting to imperil so many others’ livelihoods now. https://t.co/tNZeZCyiWk",AOC,50,2019-01,0.057,0.901,0.042,-0.1868
1118,Democrats,"Can confirm that this is the inner monologue that happens in a every remote interview 😂

Ayanna has the best game face. Can’t wait to see it in full effect on Oversight :) https://t.co/cSwRNvJ5H9",AOC,34,2019-01,0.0,0.806,0.194,0.802
1119,Democrats,"@dandrezner I am criticizing the rationale of saying we should trust a questioned source paper because of a standing friendship and X admin, bc neither preclude the possibility of revolving door politics - if the tweet read as though I was going after @jasonfurman specifically, I apologize.",AOC,47,2019-01,0.084,0.753,0.163,0.5719
1120,Democrats,"Revolving-door politics doesn’t care what admin a person worked for.

The truth is, many folks come to govmnt to collect a title, &amp; leave to collect a lobbyist check.

WaPo itself touched on this by covering the Harvard Orientation.

You’re legitimizing that by citing this study. https://t.co/wTsgwRu8vf",AOC,47,2019-01,0.025,0.86,0.115,0.6486
1121,Democrats,"But don’t worry, he’s friends with the author so it’s fine https://t.co/2tD6b5Bhnf",AOC,12,2019-01,0.17,0.527,0.303,0.3134
1122,Democrats,"💜 we’re feeling the love out here. Thank you everyone for your supportive gestures - it makes a huge difference, and the positivity helps our whole team stay courageous. https://t.co/UNa4CO8bfy",AOC,30,2019-01,0.0,0.463,0.537,0.9638
1123,Democrats,"While the White House drags us into the past by holding people hostage for a wall, New York is showing what a different future looks like by passing a statewide DREAM Act for NY families ⬇️ https://t.co/hWogdPjf2G",AOC,37,2019-01,0.045,0.817,0.138,0.5473
1124,Democrats,"If the point of fact-checking is to enforce some objective standard, why would @GlennKesslerWP use a Walmart-funded think tank as reference material for wage fairness?

That’s like citing the foxes to fact-check the hens.

Here’s 4 Geppettos for your contested Pinocchios 👨🏼👨🏼👨🏼👨🏼 https://t.co/uERpcjqvwT",AOC,43,2019-01,0.0,0.941,0.059,0.3612
1125,Democrats,"According to @LindseyGrahamSC, the President failing to condemn neo-nazis, forcing thousands of federal workers to go to food pantries,&amp; risking all their credit scores is whatever, but not letting the President march down the House Floor until we pay people first is “a new low.” https://t.co/mx9CthfxWD",AOC,46,2019-01,0.144,0.82,0.036,-0.5267
1126,Democrats,"Good. The State of the Union takes an immense amount of personnel, security, + planning by federal workers. They need to get paid to do the work.

IOUs don’t pay the bills. Forcing people to work while they’re still waiting on past checks wrong.

#PayThePeople and we‘ll proceed. https://t.co/kWrF4spYRy",AOC,49,2019-01,0.084,0.818,0.099,0.2023
1127,Democrats,"For too long, we’ve been told “no” to a substantially better future - that the America that went to the moon, pursued the Great Society &amp; electrified the nation is no longer possible.

I disagree.

Instead, let’s break past our self-defined limits and redefine what’s possible. https://t.co/ZWEDRfpF73",AOC,47,2019-01,0.092,0.768,0.14,0.5413
1128,Democrats,"I also love that such an Official TV News Network™ called him “policy guy” as his official title. What are they trying to do, compete with the Daily Show?

Or is Fox News actually just elaborate, postmodern performance art? Have we been misreading it this whole time??",AOC,47,2019-01,0.0,0.897,0.103,0.7319
1129,Democrats,"Wait, there’s more 🤣 https://t.co/5vH4Jb4VLy",AOC,5,2019-01,0.0,1.0,0.0,0.0
1130,Democrats,Tempted to frame this and put it on my desk 😂 https://t.co/EGGIsnpZfZ,AOC,12,2019-01,0.0,1.0,0.0,0.0
1131,Democrats,🔥 https://t.co/F4ql4gTH5d,AOC,2,2019-01,0.0,1.0,0.0,0.0
1132,Democrats,"You shouldn’t need a Bible to tell you to protect our planet, but it does anyway.

(h/t to @RELEVANT mag for source excerpts that I adapted for the previous tweet)",AOC,30,2019-01,0.0,0.938,0.062,0.2023
1133,Democrats,"“Genesis 1: God looked on the world &amp; called it good not once, not twice, but seven times.

Genesis 2: God commands all people to “serve and protect” creation. 

Leviticus: God mandates that not only the people, but the land that sustains them, shall be respected.” https://t.co/AhWd3vuVBd",AOC,47,2019-01,0.0,0.786,0.214,0.8573
1134,Democrats,@jbenmenachem @alexkotch @IlhanMN Nope :),AOC,5,2019-01,0.383,0.617,0.0,-0.357
1135,Democrats,"Is it getting hot in here, or just the elevating public consciousness around rampant wealth inequality? https://t.co/jEvoGVRbT9",AOC,17,2019-01,0.0,0.833,0.167,0.4939
1136,Democrats,Can’t wait to do a Twitch 101 class with House Dems so we can finally get the Super Smash Bros Town Halls we’ve all been waiting for 😂 https://t.co/0d5xXGPTb7,AOC,29,2019-01,0.0,0.87,0.13,0.5994
1137,Democrats,"@slifty Noted &amp; appreciated.

I’m worried that false equivalency btwn open conversations+ a regime’s actions diminishes the threat of authoritarianism while eroding the validity of legitimate viewpoints, &amp; then before we know it well-paid climate deniers are invited on Sunday news shows.",AOC,42,2019-01,0.16,0.771,0.069,-0.5267
1138,Democrats,"Me: “I don’t think billionaires should concentrate wealth while employing people who are sleeping in cars working a zillion hours to survive.”

Next day: “That will be TEN PINOCCHIOS to Ocasio, ‘zillion’ is not a number and I found someone who sleeps in a tent, not a car.”",AOC,48,2019-01,0.027,0.903,0.07,0.4548
1139,Democrats,"(Also, for what it’s worth - I meant to say hookworm*)",AOC,11,2019-01,0.0,0.808,0.192,0.2263
1140,Democrats,"If we didn’t laugh, we’d cry https://t.co/XGrRQq4zUh",AOC,7,2019-01,0.265,0.427,0.308,0.128
1141,Democrats,"If we truly love this country, we will choose to see and address all of it. 

Including Lowndes County, Alabama. ⬇️ https://t.co/dq4OfMNZ8G",AOC,22,2019-01,0.0,0.738,0.262,0.7964
1142,Democrats,"Bingo. That’s one aspect of histrionic coverage: the notion that discrediting the messenger can discredit the message.

I spoke about this just yesterday in a public conversation w/ Ta-Nehisi Coates.

You can watch the whole exchange here: https://t.co/0f8DmMAgWl https://t.co/Oq7iHhqE3k",AOC,39,2019-01,0.0,1.0,0.0,0.0
1143,Democrats,"This reinforces lazy tropes about women leaders in media:
- Older + seasoned, but unlikeable
- Passionate, but angry
- Smart, but crazy
- Well-intentioned, but naive
- Attractive, but uninformed or gaffe-prone

It’s unoriginal, lazy, and men don’t get the same either/or coverage.",AOC,44,2019-01,0.266,0.524,0.21,-0.296
1144,Democrats,"And here’s the @nypost not only running with the false quote, but adding an angry photo to boot: 

This is how news hysteria develops out of nothing at all. https://t.co/cJmBwPit6I",AOC,30,2019-01,0.229,0.771,0.0,-0.8519
1145,Democrats,"In a shock to no one, @politico is also running with the misattribution as well.

Here’s what actually happened: I was asked a question on a late night show and answered with the word “zero.”
https://t.co/soBEwGTSbd",AOC,36,2019-01,0.134,0.808,0.058,-0.4019
1146,Democrats,"I actually didn’t say this, so while I know “brown women cursing” drives clicks, maybe you accurately quote the whole exchange instead of manipulating people into thinking I said this sentence instead of just the word “zero.” https://t.co/MrXIbALNP3",AOC,38,2019-01,0.068,0.895,0.037,-0.2789
1147,Democrats,"It’s wild that some people are more scared of a marginal tax rate than the fact that 40% of Americans struggle to pay for at least one basic need, like food or rent.

Imagine if we focused positively, away from fear of the former toward solving the latter.
https://t.co/91SoKmhGxx",AOC,49,2019-01,0.165,0.656,0.179,0.204
1148,Democrats,"As a reminder, Jason Chaffetz is the guy who thought your healthcare costs the same as a T Mobile bill, so I wouldn’t exactly call him the foremost expert on the financial stressors of everyday Americans. https://t.co/wdYjUaRD8t",AOC,37,2019-01,0.088,0.912,0.0,-0.4767
1149,Democrats,"🎶 Don't you come for me
No, not today/
Lay 'em up like
Swish, swish, swish
Another one in the basket 🎶 https://t.co/LX778pn4fg",AOC,23,2019-01,0.093,0.802,0.105,0.0772
1150,Democrats,"“There is no documented historic precedent” for the action needed at this moment.
-United Nations @IPCC_CH Report

“Meeting this goal demands extraordinary transitions in transportation; in energy, land, and building infrastructure; &amp; industrial systems.”

https://t.co/iWERXEgbGJ",AOC,35,2019-01,0.056,0.818,0.125,0.4019
1151,Democrats,"For some reason GOP seems to think this is a gaffe, but it’s actually a generational difference.

Young people understand that climate change is an existential threat: 3,000 Americans died in Hurricane María.

The UN says we’ve got 12 years left to fix it: https://t.co/KzawP5oI1M https://t.co/xTjtM39cCL",AOC,46,2019-01,0.184,0.816,0.0,-0.8885
1152,Democrats,"To creating opportunity for all people, saving our planet from climate change, and ice cream! 🍦✨ https://t.co/LqL7voZClA",AOC,17,2019-01,0.0,0.739,0.261,0.6476
1153,Democrats,"“The root justification [for marginal tax rates] is not about collecting revenue.  It is about regulating inequality and the market economy.

It is also about safeguarding democracy against oligarchy.” 

- Emmanuel Saez &amp; Gabriel Zucman https://t.co/TeC2Sf2lTk",AOC,36,2019-01,0.0,0.942,0.058,0.2732
1154,Democrats,"Excited to be back as a Congresswoman - thanks for having me, @StephenAtHome! https://t.co/lX6LpqnIzv",AOC,14,2019-01,0.0,0.641,0.359,0.68
1155,Democrats,"Proud to join this year’s #MLKNow celebration at Riverside Church with @jemelehill, Ta-Nehisi Coates, @common, and more.

Tune into the livestream now: https://t.co/12uj0Ik68k https://t.co/l1SujbCmdJ",AOC,24,2019-01,0.0,0.806,0.194,0.6486
1156,Democrats,"The odds of me making over $10 million in one year while serving in public office are probably as slim as the odds of the GOP ever understanding what a marginal tax rate is.

But if it ever got to that, I’d be happy to contribute more for our bridges, teachers, and firefighters. https://t.co/DnBA9nbU4r",AOC,54,2019-01,0.0,0.934,0.066,0.5719
1157,Democrats,Lemons into lemonade 🍋🤗 https://t.co/fzi4knRPxV,AOC,5,2019-01,0.0,1.0,0.0,0.0
1158,Democrats,It was great popping in and chatting with you all 👾 thanks for inviting me! https://t.co/pGnDr99VNo,AOC,16,2019-01,0.0,0.556,0.444,0.8622
1159,Democrats,Tomorrow in Harlem ⬇️ https://t.co/UH81Y8p7gR,AOC,5,2019-01,0.0,1.0,0.0,0.0
1160,Democrats,"If you’d like to use this as a good moment to support the queer community, there’s a charity twitch stream going on for @Mermaids_Gender: https://t.co/vCvvqRhAwb",AOC,25,2019-01,0.0,0.635,0.365,0.872
1161,Democrats,"Lastly, we wouldn’t need to talk about bathrooms at all if we acted like adults, washed our hands + minded our own business instead of trying to clock others.

Going by track record, I’d feel safer in a bathroom w/ a trans woman than a powerful male executive any day of the week.",AOC,53,2019-01,0.0,0.85,0.15,0.7964
1162,Democrats,"This stuff infects some Democrats, too. Because in our overall discourse, nonviolent protest somehow gets deemed as not “civil,” yet stripping women’s rights or incarcerating children on the border doesn’t receive the same characterization. 

What’s up with that?🕵🏽‍♀️",AOC,38,2019-01,0.051,0.949,0.0,-0.25
1163,Democrats,"Just look at the marginal tax rate discussion.

The right’s biggest strategy against my marginal tax rate proposal isn’t to argue against it - it‘s to lie about it, and imply that it’s a tax on all income, bc that helps their characterization of me as a “crazy/dumb“ Latina woman.",AOC,50,2019-01,0.048,0.9,0.052,0.0516
1164,Democrats,"If you notice, on the right they’ll flatly call people blanket terms, and even make things up. And I don’t mean trolls - I mean their biggest commentators + TV figures.

This is different from criticizing a specific take you disagree with, or pointing out discriminatory patterns.",AOC,47,2019-01,0.113,0.887,0.0,-0.6249
