Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,Plus I can never turn down an opportunity to try a new dance! 💃🏽 https://t.co/qwTXLXGrDb,AOC,15,2018-12,221,3102
Democrats,"What a beautiful and touching evening we shared tonight for our community Chanukah celebration.

Thank you Rabbi Mia for the opportunity of helping you light the shamash, and thank you @JFREJNYC for assembling the festivities!

May tonight’s light and hope spark many others ✨ https://t.co/vBE2s3KH5S",AOC,45,2018-12,382,4184
Democrats,"Here is your Twitter Prescriptivism Prize 🏆  while you’re at it, try capitalizing my name next time. https://t.co/NbAV3HyqUR",AOC,18,2018-12,1588,24927
Democrats,The time to be courageous is NOW. Join the citizen climate mass action tomorrow with @sunrisemvmt: https://t.co/YS7OlO3hCR https://t.co/NOw2Mxa6Bv,AOC,18,2018-12,1710,7770
Democrats,"I want to let you all know that your advocacy &amp; protests are working.

In a conversation about national security last week, *several* members asked about climate change.

@AyannaPressley‘s advocacy for women + girls’ safety abroad shaped convo greatly.

The landscape is changing.",AOC,43,2018-12,4790,35164
Democrats,"There is going to be a massive climate action for the #GreenNewDeal tomorrow, Dec 10th.

Join this moment and tell future generations you fought for them ⬇️ https://t.co/5mTCMjPqiZ",AOC,28,2018-12,1881,8828
Democrats,"This Harvard session has been going on for new Congressmembers since the 70s.

This year we heard things like “the $2T tax cut was great” and “$15 wage is a bad idea.”

No labor reps were there.

Was this a multi-decade, pro-corporate lobbyist project the entire time? https://t.co/TgGR0sR4u4",AOC,48,2018-12,15147,56346
Democrats,"Your wholesome NYC moment of the day: our Jackson Heights Christmas Tree 🎄 + Menorah 🕎 lighting, with local @girlscoutsnyc troops caroling!

MAJOR shout out to the volunteer Jackson Heights Beautification Group, as well as @Dromm25, @jessicaramos, &amp; @CatalinaCruzNY https://t.co/nVfK9ZyGqR",AOC,40,2018-12,664,6977
Democrats,"Somewhere along the line, people in positions of influence decided that Flint water, Bronx air, or poor schools WEREN’T acceptable for their children, but could be accepted for someone else’s.

And I will never think that is a reasonable compromise to make.

So #CallMeRadical. https://t.co/cgOrWN2wZO",AOC,45,2018-12,8759,33327
Democrats,"I’m not sure, but maybe we can look into establishing GrinchCon - a tea + coffee crawl where people can spread peace and quiet everywhere they go 😇 https://t.co/rvuvf2qVLu",AOC,29,2018-12,3795,41576
Democrats,@RepJayapal It’s all good! Now we have the chance to make change :),AOC,13,2018-12,265,6012
Democrats,"I spent a lot of time this week listening to Corporate CEOs tell us what’s not possible.

So this morning I went to speak with thousands of New York nurses about what is.

Thank you @nynurses for giving me the honor of speaking with you this morning! Your fight gives me fight💪🏽 https://t.co/UX8vsG8sbs",AOC,53,2018-12,4565,33252
Democrats,"Environmental justice isn’t solely about climate change.

Just look at:
- Flint water
- Bronx air
- Appalachian mining towns
- Fed response to Hurricanes María+Katrina

To see that economic and social inequity plays out everywhere - including air + water. https://t.co/JeeEJd3N27",AOC,42,2018-12,11215,50988
Democrats,"Common Defense is a national movement of progressive military veterans organizing to protect our values at home.

Now @commondefense vets are teaming w/ NY-14 vols to go to the border &amp; provide relief for refugee children.

They need help! Check it out ⬇️ https://t.co/QfdEDDYTQs https://t.co/cdU1jdO4cm",AOC,45,2018-12,1253,4898
Democrats,"Hey, Michael Moates (@freedom_moates)!

You can run from your misogyny, but you can’t hide. 

And @dcexaminer can’t hide that they choose to publish you AND the journalist who posted a creep shot of my behind to discuss my clothing. 👍🏽 cool https://t.co/jvgexhSTxD",AOC,42,2018-12,3383,20139
Democrats,"Overjoyed to say we have now organized twenty-two members in support of our Select Committee on a Green New Deal.

Here they are: https://t.co/C6lKkSwXSK",AOC,24,2018-12,1118,6414
Democrats,"Some of the most important people in movements are the early adopters. They are the risk-takers, the ones who stand with the courage of their conviction before the odds of success are known.

@RepRoKhanna is one of those people. Thank you Rep. Khanna for supporting GND early on. https://t.co/A0AtJmGUIw",AOC,49,2018-12,1481,8889
Democrats,"Whoah - looks like our Congressional orientation had a lot more lobbyists than we thought.

This is not okay. Lobbyists are not impartial - they are employed to influence legislation.

60+ incoming members were listening to panelists without knowing which were hired lobbyists. https://t.co/hDHagMNAJE",AOC,44,2018-12,13494,44420
Democrats,"Thank you @RepEspaillat - that’s now *22* members organized in support of Select Committee on a #GreenNewDeal, and we’re not even sworn in yet!

This is what it means to hit the ground running to work on climate change with the urgency it deserves. 🌎 https://t.co/lmF9bxvT4C",AOC,46,2018-12,773,5934
Democrats,"Wow! A Republican journalist calling me the B-word as he deliberately misinterprets my statement.

Awesome job. How many female leaders have you covered in your career? I’m sure your coverage was very fair and not subconsciously biased at all. https://t.co/FZOsVY92EP",AOC,40,2018-12,5355,37209
Democrats,"For the GOP crying that this is a “threat” - I don’t have power to subpoena anybody.

Congress as a body, GOP included, has the power. No indiv. member can issue a subpoena unless they are a Chair (which, as a freshman, I can assure you I will not be). Also must be under purview.",AOC,55,2018-12,2463,30514
Democrats,"Can’t say I didn’t warn the GOP ahead of time.

 🙅🏽‍♀️ BX all day 🙅🏽‍♀️ https://t.co/2SjHGyL1Jc",AOC,16,2018-12,3129,32438
Democrats,"I have noticed that Junior here has a habit of posting nonsense about me whenever the Mueller investigation heats up.

Please, keep it coming Jr - it’s definitely a “very, very large brain” idea to troll a member of a body that will have subpoena power in a month.

Have fun! https://t.co/oQ6MsdJYCk",AOC,52,2018-12,33169,200191
Democrats,"When I said that our organizing doesn’t end with an election, I meant it. https://t.co/YB64CwsT7y",AOC,15,2018-12,1729,13730
Democrats,"Our “bipartisan” Congressional orientation is cohosted by a corporate lobbyist group. Other members have quietly expressed to me their concern that this wasn’t told to us in advance.

Lobbyists are here. Goldman Sachs is here. Where‘s labor? Activists?Frontline community leaders?",AOC,40,2018-12,17137,74326
Democrats,"Right now Freshman members of Congress are at a “Bipartisan” orientation w/ briefings on issues.

Invited panelists offer insights to inform new Congressmembers‘ views as they prepare to legislate. 

# of Corporate CEOs we’ve listened to here: 4
# of Labor leaders: 0",AOC,43,2018-12,28779,112952
Democrats,"“If we’re not pushing our chips in every time we have the chance, then we’re not going to get the change we need fast enough to solve our problems.”

Courage begets courage. Each &amp; every day I am thankful to be part of such an intelligent, courageous, + honest team of organizers. https://t.co/80plUJ7Lb5",AOC,53,2018-12,1950,11503
Democrats,"@RashidaTlaib &amp; I popped out to be there for @AyannaPressley’s last day as a Boston City Councilwoman.

It was incredible to see how profoundly she has touched the people of Boston &amp; Dorchester.

Ayanna’s farewell speech on the needs of girls brought the house down.

💯% worth it https://t.co/NpWmJQWPDg",AOC,49,2018-12,185,1252
Democrats,"🔥 Dang, @BostonGlobe!

“Instead some of the 1st real glimmers of hope ... staked out a strategy that doesn’t sound much like the bend-over-backwards-for-bipartisanship, please-sir-may-I-have-another Democrats who might as well have Republican footprints tattooed on their necks.” https://t.co/JXkppEEBNJ",AOC,38,2018-12,1338,8607
Democrats,@RWitherspoon Thank you! ✨,AOC,4,2018-12,51,2582
Democrats,"This is true! The fund is $20,000 per member for interns (we can have 4 interns max at a time - DC &amp; district).

That’s $20k for 4 people if you want full staff, anything more l requires MRA supplementation. https://t.co/uv5PTKXpgf",AOC,41,2018-12,761,4900
Democrats,"@JoePoutous If I’m not mistaken, this information is publicly disclosed for all members.",AOC,13,2018-12,26,1286
Democrats,"There’s a little wiggle room - everyone isn’t given the same exact amount, but it’s pretty close. If you’re from a district with high transportation costs, high rents (urban/suburban areas), or both, it can have the potential to pressure wages downward for similar operations.",AOC,44,2018-12,350,3785
Democrats,"Each member of Congress gets around $1.2 million (give or take a bit) for their entire operating budget. That’s supposed to cover all salaries (DC and district), rents for district offices, travel home, tech devices, services, contracts, etc.

Members decide how it’s all spent. https://t.co/TUbN72m01x",AOC,45,2018-12,2643,13894
Democrats,"Time to walk the walk.

Very few members of Congress actually pay their interns. We will be one of them. https://t.co/BuKCDSai0K",AOC,21,2018-12,12518,89614
Democrats,"And the Green New Deal train🚂 keeps🚂 chugging!🚂

Rep. @NydiaVelazquez has become the 1st incoming House Committee Chair to endorse the Select Committee for #GreenNewDeal!

Thank you @NydiaVelazquez for you political courage to stand up for ALL our communities, from PR🇵🇷 to BK. https://t.co/9RduP03fHx",AOC,44,2018-12,1162,8174
Democrats,"When you whine about minimum wage, you whine that although businesses need to pay a min price for every other input, they somehow wish that they can pay human labor less than they require to live.

You also ignore that folks w/ masters degrees aren’t paid a living wage, either. https://t.co/GD1pz1qg1C",AOC,51,2018-12,8635,46058
Democrats,"Now what I DON’T want is for our public funds to be funding freebie helipads for Amazon + robber baron billionaires, all while NYCHA and public schools go underfunded &amp; mom+pops get nowhere near that kind of a break.",AOC,39,2018-12,1752,14511
Democrats,"Taxes should respect a person’s station in life, including working people + parents. It’s ludicrous that we tax Warren Buffet’s secretary more than we tax him - and he has said as much.

Sensible + conscientious people of all incomes want a fair society. https://t.co/uz0uFDT2K1",AOC,45,2018-12,2040,12903
Democrats,"Unlike robber barons, I have no problem paying taxes &amp; contributing to society. I’m a 1st gen kid that @ 29 w no kids will make more than my parents did.

I SHOULD pay more if it means giving the waitress-me a break. I’m GLAD my taxed income can mean better Bronx public schools. https://t.co/tm3knYvHsy",AOC,55,2018-12,6638,48786
Democrats,"Amazon is “worried that the [NYC] opposition has become so intense that the deal could be endangered” - so now they’re turning to lobbyists.

Too bad - in 2018, Queens voters elected a SLATE of officials up &amp; down ballot that reject corporate money.

🙂
 https://t.co/rcf4XfhGD8",AOC,46,2018-12,3412,18813
Democrats,"For years we‘ve ignored Flint water, Native treaties, Appalachian miners, Bronx kids w/ asthma, California wildfires, + one flood after another.

We can work on + uplift it all with a #GreenNewDeal. 

Thank you @SenSanders for hosting a town hall we’ve so desperately needed. https://t.co/S5TXFXaX7H",AOC,45,2018-12,7473,43371
Democrats,"Here we go!

Climate Change Town Hall starting NOW: https://t.co/QMi6gmHeMU",AOC,10,2018-12,2138,9584
Democrats,Gotta love the rich irony of Congressmen asking “How are you going to pay for it?” suddenly grow awfully quiet when called out on their expectation that part-time workers magically invent money to work for free https://t.co/303cx5DpvA,AOC,37,2018-12,7877,38656
Democrats,🔥🔥 when Nobel Prize-winning economists get in on roasting GOP bullies 🔥🔥 https://t.co/fdaRjYryaM,AOC,13,2018-12,4009,33576
Democrats,"It’s on - #GreenNewDeal is now picking up steam in the Senate.

I had an incredible time with @SenMarkey today, taking notes on his ‘07 Select Committee and how we can leverage past work into pushing for a GND today. He’s in.

Thank you Sen. Markey for your climate leadership! 💪🏽 https://t.co/xGgsZVJPTd",AOC,52,2018-12,2005,14398
Democrats,"Don’t forget: LIVE Climate Change Town Hall TONIGHT at 7pm EST.

We’ll be joining @BernieSanders, @xiuhtezcatl, @VanJones68, @350 + others to discuss environmental justice, climate change, Green New Deal &amp; more.

Get a reminder to tune in: https://t.co/ccJ5E6vr8g https://t.co/StVsYs2zo3",AOC,39,2018-12,486,1753
Democrats,"It is unjust for Congress to budget a living wage for ourselves, yet rely on unpaid interns &amp; underpaid overworked staff just bc Republicans want to make a statement about “fiscal responsibility.”

If that’s the case, they can cut down on staff to pay them well. Or raise the MRA.",AOC,50,2018-12,3019,22518
Democrats,"This week I went to dive spot in DC for some late night food. I chatted up the staff.

SEVERAL bartenders, managers, &amp; servers *currently worked in Senate + House offices.*

This is a disgrace. Congress of ALL places should raise MRAs so we can pay staff an actual DC living wage.",AOC,52,2018-12,7140,48747
Democrats,I got you! 💪🏽💜 https://t.co/KeNZhYRYOV,AOC,5,2018-12,1003,20193
Democrats,"Thank you, @RepJayapal. 

It shouldn’t have to take a member of Congress physically showing up herself to get ICE to stop violating international law *as an exception.*

From jailing children to banning folks based on their religion, this Admin has been criminal from the start. https://t.co/YDhJxsARiX",AOC,46,2018-12,4593,23051
Democrats,"@TheNation: “DoD has literally been making up numbers in its reports to Congress— knowing that Congress would rely on those reports when deciding how much to give the following year.”

*To clarify, this is to say that we only demand fiscal details w/ health+edu, rarely elsewhere.",AOC,46,2018-12,974,4668
Democrats,"Now:
- GOP VP candidate (fmr)
- Sitting GOP US Senator
- GOP Governor (fmr)
- US Senator that killed the Public Option
- Entire Conservative Cable News Channel + YouTube universe

Have ALL gone after me, just to get lit up.

I’m not even sworn in yet. Don’t y’all have jobs to do?",AOC,54,2018-12,7305,57426
Democrats,"Since there’s no edit button, choose your tweet:
“We’ve been here before” (place)
“We’ve done it before” (act)
“We’ve been done it before” (BX colloquial) 😂",AOC,26,2018-12,1330,21301
Democrats,"A Green New Deal will take a level of ambition + innovation on the scale of the moon landing. We’ve been done it before, and can do it again.

Leave the false statements to Sarah Huckabee. She’s much better at it.

Also, you haven’t been a Governor of any state for 10+ years now. https://t.co/R7q5CkMw8Y",AOC,55,2018-12,12440,76776
Democrats,"Not so fast, @ReaganBattalion 🤗

(When the right doesn’t apologize to me for their nonsense, I tweet receipts:🧾) https://t.co/rzoQAf6Sw5",AOC,19,2018-12,1412,12799
Democrats,"Straight up wrong - Medicare for All costs $32T over TEN years.

Most budget + policy proposals are quoted for their ONE year cost.

We almost ONLY discuss healthcare &amp; education in 10-year numbers, to make it seem more expensive.

The right wing fell for its own media trick :) https://t.co/t92BXRGWEQ",AOC,51,2018-12,2995,17320
Democrats,"Hanukkah Sameach to our loved Jewish families + neighbors in the Bronx, Queens and across the country!

May our hearts fill up with light, hope, and strength over the next eight days.

And thank you, Rabbi Ruttenberg, for this beautiful reminder. https://t.co/lZoVKXmW4p",AOC,42,2018-12,1488,11904
Democrats,"$21 TRILLION of Pentagon financial transactions “could not be traced, documented, or explained.”

$21T in Pentagon accounting errors. Medicare for All costs ~$32T.

That means 66% of Medicare for All could have been funded already by the Pentagon.

And that’s before our premiums. https://t.co/soT6GSmDSG",AOC,44,2018-12,25346,70956
Democrats,"Actually, we have for-profit “death panels” now: they are companies + boards saying you’re on your own bc they won’t cover a critical procedure or medicine.

Maybe if the GOP stopped hiding behind this “socialist” rock they love to throw, they’d actually engage on-issue for once. https://t.co/4P2TrflkFX",AOC,47,2018-12,20489,92112
Democrats,"People don’t want overly complicated choice between pricey, low-quality plans.

We want an affordable solution that covers our needs, like the rest of the modern world.

Medicare for All:
- Single-payer system
- Covers physical, mental, &amp; dental care
- 0 due *at point of service*",AOC,46,2018-12,6554,42857
Democrats,"Also, pretty sure one Dante’s Circles of Hell includes scrolling through a mirror-hall of agonizingly similar healthcare plans like “UHG Choice Master HMO 1800” vs “RedGo Option Plus EPO 2000.”

I don’t know one normal person in this country that actually enjoys open enrollment.",AOC,44,2018-12,2624,26139
Democrats,"In my on-boarding to Congress, I get to pick my insurance plan.

As a waitress, I had to pay more than TWICE what I’d pay as a member of Congress.

It’s frustrating that Congressmembers would deny other people affordability that they themselves enjoy. Time for #MedicareForAll.",AOC,46,2018-12,80115,316381
Democrats,“Use social media to teach &amp; inspire instead of incite &amp; complain.” - love that thought! Thank you. https://t.co/vuI7ml23Ez,AOC,19,2018-12,1880,16426
Democrats,@DeviRuia Thank you for tuning in!,AOC,6,2018-12,47,2723
Democrats,"“She sticks to principles, encourages allies, fact-checks false accusations, and raises money for worthy causes. 

It’s not just about her, but about her movement, and the moment in which we find ourselves.” https://t.co/wMLlk7HSWo",AOC,33,2018-12,638,5579
Democrats,"Actually, we compared the effort of a Green New Deal to these movements bc that is the scale of ambition, social justice, and organizing it will take to save our planet.

To hear what I *actually* say, RSVP to Mon’s climate change town hall w/ @SenSanders: https://t.co/e6BZhWn1lE https://t.co/KxcOph2PjV",AOC,48,2018-12,2536,13762
Democrats,"I am so very, very honored to organize shoulder-to-shoulder with the incredible veterans at @commondefense.

We’ve traveled with them in NY and beyond. They are among the most talented and committed organizers I have met in a long time.

Many vets have found a family with them. https://t.co/8bqQ3BCB0r",AOC,48,2018-12,1070,5250
Democrats,"Environmental justice isn’t only about climate change - it’s also about just quality of air, of water, of food.

We can honor frontline communities, create a ton of good jobs, stem climate change, &amp; fix our infrastructure.

That’s what a Green New Deal is all about. https://t.co/Rw2ijDwxNa",AOC,47,2018-12,4351,23994
Democrats,"Funny enough, one of the compounds I tested yielded unusually promising results for cellular health + C. elegan lifespan extension.

When I tried to find out why the compound wasn’t pursued more, one of the explanations given to me was that pharma lobbyists worked against it. https://t.co/nQK6GfyhjC",AOC,47,2018-11,9350,54562
Democrats,Right-wing journalists after seeing me wear a white button down shirt after Labor Day:  https://t.co/RNw7tP6Tpu,AOC,15,2018-11,9488,99909
Democrats,💜 https://t.co/h4FZ8yBsSG,AOC,2,2018-11,807,11864
Democrats,"We stand on the shoulders of giants. 

I wouldn’t be here if it wasn’t for her.

Happy birthday, Shirley Chisholm. https://t.co/Ft8lno2xbJ",AOC,21,2018-11,1520,13819
Democrats,"If you didn’t cut off quote, you’d see this is about the GREEN NEW DEAL+showing that candidates who run daring campaigns support daring legislation.

This basura is from the same outlet (@dcexaminer) that employs the “journalist” who posted creep shots of my behind.

Stay classy. https://t.co/MY3pr2833h",AOC,46,2018-11,510,3662
Democrats,"Hell yeah we do! 

Thank you @RepRaulGrijalva 💜💪🏽 https://t.co/9q2nHeNw18",AOC,9,2018-11,306,3299
Democrats,"“A Green New Deal will actually help the economy by stimulating productivity, job growth and consumer spending.” 

- Former Chief Economist for the Senate, @StephanieKelton 

https://t.co/ovV82AxnoL",AOC,26,2018-11,2388,10407
Democrats,"(According to the office of Architect of the Capitol: “Various gyrations and dances are encouraged... as they are known to result in higher lottery numbers.” 😂)

Folks are rubbing @MaxRose4NY’s head, FaceTiming their kids, and doing the backpack dance for good luck)",AOC,42,2018-11,182,4840
Democrats,I said my Sana Sana... and got number 40! (Lowest is 85) https://t.co/u3YIqvOMpF,AOC,13,2018-11,296,6642
Democrats,"I’m in a room where Congressmembers-elect are about to draw our lottery numbers for new offices.

Someone light a vela + some palo santo for me 🕯🙏🏽",AOC,27,2018-11,1767,34607
Democrats,"Fight for the planet, fight for our lives.

Let’s do this 🌎 https://t.co/fKwTU20iv8",AOC,13,2018-11,3888,25705
Democrats,Say it again for the people in the Senate https://t.co/4Qr0EsoGfQ,AOC,10,2018-11,32743,195264
Democrats,"I’ve been getting approached by my Democratic colleagues all morning about the Green New Deal.

We’re in huddles all day - I think we are close to a breakthrough.

Stay relentless. Activists and organizers are creating a watershed moment for the planet. 
 https://t.co/WmOmnVQbiX",AOC,43,2018-11,5570,34151
Democrats,".@cindyhydesmith said she’d “be on the front row” at a “public hanging” and won a Senate seat.

The GOP admits below they went “all in” for her race. This is the Republican Party National org.

No GOP member gets to pretend this “doesn’t represent” them unless they disavow it. https://t.co/nGxtyVoryw",AOC,50,2018-11,11766,45515
Democrats,Mood: American Revolutionary https://t.co/c38Kwm821d,AOC,4,2018-11,2448,15449
Democrats,"WAY back, when I 1st started my campaign, a working mom (@jubileefilms) asked if she could film me + other working women as we ran for Congress.

I said yes, bc people should see our fight.

Two years later, our movement made history - and that working mother got into Sundance. https://t.co/RnRQcCDDzg",AOC,52,2018-11,2861,25566
Democrats,"I was pumped! A local grassroots women’s group gave @repblumenauer a flag poster, and also asked him to give one to me. 

I was touched that a local group could come together in a living room, + have their Rep pass it to me in the halls of Congress.

It’s the little things. https://t.co/CmN4s6I0ad",AOC,54,2018-11,801,10465
Democrats,.@IlhanMN and I both arrived at Congressional Orientation today... wearing the same outfit 😂👯‍♀️ https://t.co/ap29JTZ2cy,AOC,15,2018-11,5860,84029
Democrats,"Absolutely LOVING how these Queens &amp; Bronx kids are repping NY-14 style!

They were all featured in “48 of the Coolest Kids in New York” via @nytimes 😎

https://t.co/MhgXEeBMLN https://t.co/ugizZoqqs1",AOC,30,2018-11,269,3676
Democrats,"Thank you, Rep. @chelliepingree! 

Maine is a breathtakingly beautiful state. Thank you for standing up to protect its land with strong, courageous action. https://t.co/uGhn9CP7ZN",AOC,24,2018-11,642,5321
Democrats,"Two weeks ago, we took a risk to support @sunrisemvmt‘s demand for Dems put climate change at the top of our agenda.

We were criticized, called naïve, &amp; told “this isn’t how things are done here.”

Today, @USATODAY reports that climate change will now be a priority. #GoodTrouble https://t.co/f7aGekDeN0",AOC,49,2018-11,3283,20615
Democrats,"*14 Democrats*(!) have now signed on to support a Green New Deal Select Committee that:

1. Is mandated to draft Green New Deal legislation by 2020
2. Does not have members who accept fossil fuel industry contributions

Thank you @sunrisemvmt for showing activism can change law. https://t.co/kZfys3Rm7n",AOC,47,2018-11,3798,21766
Democrats,"While we’re recommending museums @LindseyGrahamSC, I heard your “joke” about ethnic DNA preferences last month. 

Perhaps you would enjoy a visit (or revisit) to the Smithsonian Museum of African-American History and Culture (@NMAAHC). It’s a great educational experience.",AOC,38,2018-11,4826,37799
Democrats,"You were forced out of the Trump Admin for saying white supremacists were “not the problem” days before Neo-Nazis in Charlottesville killed 3 people.

Pretty sure we’re on the right side of history if you’re my opposition.

This is not about atrocity. It’s about how we get there. https://t.co/vJJvrpp5SA",AOC,49,2018-11,8055,57863
Democrats,"You were forced out of the Trump Admin for saying white supremacists were “not the problem” days before Neo-Nazis in Charlottesville killed 3 people.

Pretty sure we’re on the right side of history if you’re my opposition.

This is not about atrocity. It’s about how we get there. https://t.co/vJJvrpp5SA",AOC,49,2018-11,8055,57863
Democrats,".@LindseyGrahamSC, the point of such a treasured museum is to bring its lessons to present day.

This administration has jailed children and violated human rights. Perhaps we should stop pretending that authoritarianism + violence is a historical event instead of a growing force. https://t.co/aGJMrPTqNT",AOC,44,2018-11,23361,127382
Democrats,"What if instead of sending 5k troops to the border, we had sent 5k caseworkers to review + process visa applications?

In addition to averting moral crisis, it also would‘ve saved enormous amt of resources. But we don’t talk about the financial recklessness of GOP admins, do we?",AOC,48,2018-11,73118,319963
Democrats,"- Be yourself. Don’t let the boxes limit you.
- We care about people more than what’s on your resume. If you are a strong writer, have a deep understanding of BX/QNS, convey that.

We are a team of risk takers. Experience comes in unconventional forms. Don’t count yourself out. https://t.co/wVVE7n0Od6",AOC,51,2018-11,562,4603
Democrats,Yup. Applications just opened: https://t.co/7EZVkTNPdk https://t.co/8rvjq4dU9Y,AOC,6,2018-11,1705,9074
Democrats,.@Seinfeld2000: Ep. 2 https://t.co/bcxF9nthr4,AOC,4,2018-11,351,4590
Democrats,"“Many Americans today cannot believe this happened. How could this country, with its culture, with its politics, with its economics, do what it did against a whole class of people?” - NYU professor John Kuo Wei Tchen

https://t.co/3myrntL3LI",AOC,38,2018-11,816,3552
Democrats,"How about murder?

Also, do you not want to talk about how anti-immigration laws didn’t exist in the United States until non-European immigrants arrived, when we passed the Chinese Exclusion Act (YES that’s the name) and you all have been using the same tired arguments ever since https://t.co/u3HvntjycL",AOC,48,2018-11,3346,17539
Democrats,"America’s immigrant and refugee communities prove over and over again that the impossible can be made possible.

They are an enormous share of small business owners, Nobel Prize winners, artists, + more. Many came w/ hardship.

When America denies immigrants, we deny ourselves. https://t.co/mJWRObz1IB",AOC,44,2018-11,922,3896
Democrats,"Asking to be considered a refugee &amp; applying for status isn’t a crime.

It wasn’t for Jewish families fleeing Germany.
It wasn’t for targeted families fleeing Rwanda.
It wasn’t for communities fleeing war-torn Syria.
And it isn’t for those fleeing violence in Central America. https://t.co/qhv7Rr1itn",AOC,45,2018-11,41276,141461
Democrats,"How about if
a) You aren’t a scientist; or
b) Have no interest in citing scientific consensus on climate change; or
c) Are financed by groups with a proven interest in denying climate science,

Then you shouldn’t have a seat at the table w/ people addressing climate change.",AOC,48,2018-11,7633,34289
Democrats,"Even Trump’s nominee to head  **Council on Enviro Quality** deployed the phrase “I am not a scientist” to qualify ignorance.

Her performance was so embarrassing that even the White House had to withdraw her nomination, which is really saying something.
https://t.co/kbb9VpAVll",AOC,41,2018-11,1314,9899
Democrats,"They’ve been saying this repeatedly for quite some time. It’s their “get out of jail free” card for peddling pseudoscience and advancing fossil fuel interests scot-free. 

https://t.co/vKXIaTi9G0",AOC,27,2018-11,813,4960
Democrats,"Has anyone else noticed that “I am not a scientist” is the new cliche prelude for lobbyists &amp; fossil fuel interests to slip in climate denial pseudoscience on live television?

Here are some examples: https://t.co/oolDJAwG5K",AOC,35,2018-11,7499,36944
Democrats,"Things Conservative Pundits Do:
✅ Name-Call
✅ Echo conspiracy theories
✅ Mock others intelligence, appearance, story, identity, values
✅ Defend Trump no matter what, incl. distractions

Things Conservative Pundits Don’t Do:
❌ Discuss actual solutions to improve the country https://t.co/aBrs3uTjhG",AOC,40,2018-11,9558,40796
Democrats,Priorities. https://t.co/aBrs3uTjhG,AOC,2,2018-11,4535,30409
Democrats,"1. Aspirational Goals: Push the limits of what’s possible.
2. Nuts + Bolts: Our lives are on the line. We shouldn’t let the planet be destroyed because it’s “too expensive” to save.
3. Supporters: Many
4. Opponents: Fossil fuel industry
5. Beyond Energy: A Federal Jobs Guarantee https://t.co/QP3XXwrP5q",AOC,48,2018-11,6378,35549
Democrats,"Non-alcoholic Ginger Beer could work here instead of whiskey! 🍻

(Mocktail experts, feel free to weigh in) https://t.co/iXLSndwA9g",AOC,18,2018-11,432,6711
Democrats,"Insurance groups are recommending GoFundMe as official policy - where customers can die if they can’t raise the goal in time - but sure, single payer healthcare is unreasonable. 

h/t @DanRiffle https://t.co/zetPW0MgDd",AOC,32,2018-11,26984,70948
Democrats,"Don’t worry, Fox News has made it clear that they are far superior to + more intelligent than me, who they’ve called a “little, simple person.” So I’m sure catching up to me in spoken languages shouldn’t be a problem for them. 

One down. Just a few more to go! 😊 https://t.co/q2s4mYlfKl",AOC,52,2018-11,3914,36044
Democrats,"Yes, I am aware you can be bilingual and not speak Spanish. Thank you for your contribution.",AOC,17,2018-11,388,13661
Democrats,"(For our monolingual friends, just play Mariah Carey’s “Obsessed” here instead)",AOC,11,2018-11,544,10452
Democrats,"🎶 No, no es amor/
Lo que tú sientes, se llama obsesión 🎶 https://t.co/hQOlEbt26t",AOC,14,2018-11,8531,51778
Democrats,"People are going to die if we don’t start addressing climate change ASAP.

It’s not enough to think it’s “important.” We must make it urgent.

That’s why we need a Select Committee on a Green New Deal, &amp; why fossil fuel-funded officials shouldn’t be writing climate change policy. https://t.co/bn6NloGlaY",AOC,49,2018-11,36434,126371
Democrats,"This fight has already started to gain momentum, from $0 in severance to a $20 million concession.

But that’s nowhere near what these 30,000+ Toys R Us workers are due.

People are skipping medicines and losing housing stability. They are owed an additional $55 million.",AOC,45,2018-11,482,2731
Democrats,Thank you to the incredible organizers at @riseupretail and the courageous Bronx residents who came together to tell the world what’s happening to retail workers across the United States.,AOC,29,2018-11,233,1864
Democrats,"This Black Friday, ask #VornadoRealty⁩+others to pay Toys R Us employees the severance they were promised.

#ToysRUs workers in NY-14 &amp;across the country worked for decades w/ that promise.

Once private equity took over, they fired 38,000 workers w/ no pay. We can fight back. https://t.co/7RcdJHP91C",AOC,46,2018-11,2291,8524
Democrats,"@JakeSherman The “Problem Solvers Caucus” is the one presenting the rules demand.

Those that signed the letter specified no reason but “change.”",AOC,22,2018-11,51,795
Democrats,"9 Dems are choosing to hold the entire 220+ caucus hostage if we don’t accept their GOP-friendly rules that will hamstring healthcare efforts from the get-go.

People sent us here to get things done, not “negotiate” with an admin that jails children and guts people’s healthcare. https://t.co/ih8ygftjHo",AOC,47,2018-11,15770,61093
Democrats,"“All I want is for people to have healthcare.
I want kids to go to college.
I want our climate to be saved from cataclysmic disaster.

There is so much vested interest in preventing economic dignity in the United States, because there’s so much profit to be made off low wages.”⬇️ https://t.co/fDJH0qVtC3",AOC,52,2018-11,3063,16771
Democrats,"I’m fine being called a bull in a china shop, because politics that answers to special interests more than the American people *should* be disrupted.

Also, the idea that the same folks who bow to Trump are clutching their pearls is laughable.

Good. That’s how they should feel. https://t.co/6obfnT7fvf",AOC,49,2018-11,7527,54227
